2024-03-03 13:52:06,624 INFO    StreamThr :14284 [internal.py:wandb_internal():86] W&B internal server running at pid: 14284, started at: 2024-03-03 13:52:06.624966
2024-03-03 13:52:08,469 DEBUG   HandlerThread:14284 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.11.5', 'heartbeatAt': '2024-03-03T10:52:08.362213', 'startedAt': '2024-03-03T10:51:59.138142', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'Study/Skoltech/MachineLearning/ts_robustness/notebooks/lstm_train.ipynb', 'codePathLocal': None, 'root': 'D:/Study/Skoltech/MachineLearning/ts_robustness', 'git': {'remote': 'https://github.com/ocenandor/ts_robustness.git', 'commit': '8170c43808bd6f354c69dfaa87c854e6a4f481fc'}, 'email': 'danvol121@gmail.com', 'host': 'WIN-GCNRF9K88AD', 'username': 'User', 'executable': 'C:\\Users\\User\\anaconda3\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2592.0, 'min': 0.0, 'max': 2592.0}, 'cpu_freq_per_core': [{'current': 2592.0, 'min': 0.0, 'max': 2592.0}], 'disk': {'/': {'total': 931.5107383728027, 'used': 710.9982986450195}}, 'gpu': 'NVIDIA GeForce RTX 2060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2060', 'memory_total': 6442450944}], 'memory': {'total': 15.817119598388672}}
2024-03-03 13:52:08,469 INFO    HandlerThread:14284 [system_monitor.py:probe():224] Finished collecting system info
2024-03-03 13:52:08,469 INFO    HandlerThread:14284 [system_monitor.py:probe():227] Publishing system info
2024-03-03 13:52:08,469 DEBUG   HandlerThread:14284 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-03 13:52:08,591 INFO    Thread-31 :14284 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Study\Skoltech\MachineLearning\ts_robustness\notebooks\wandb\run-20240303_135159-ldq7a7cp\files\conda-environment.yaml
2024-03-03 13:52:21,722 INFO    Thread-31 :14284 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Study\Skoltech\MachineLearning\ts_robustness\notebooks\wandb\run-20240303_135159-ldq7a7cp\files\conda-environment.yaml
2024-03-03 13:52:21,807 DEBUG   HandlerThread:14284 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-03 13:52:21,808 INFO    HandlerThread:14284 [system_monitor.py:probe():229] Finished publishing system info
2024-03-03 13:52:21,808 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:52:21,808 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: keepalive
2024-03-03 13:52:21,808 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:52:21,808 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: keepalive
2024-03-03 13:52:21,809 DEBUG   SenderThread:14284 [sender.py:send():382] send: files
2024-03-03 13:52:21,809 INFO    SenderThread:14284 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-03 13:52:21,841 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: python_packages
2024-03-03 13:52:21,842 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: stop_status
2024-03-03 13:52:21,843 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-03 13:52:21,845 DEBUG   SenderThread:14284 [sender.py:send_request():409] send_request: python_packages
2024-03-03 13:52:21,864 DEBUG   SenderThread:14284 [sender.py:send_request():409] send_request: stop_status
2024-03-03 13:52:22,696 DEBUG   SenderThread:14284 [sender.py:send():382] send: telemetry
2024-03-03 13:52:22,696 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:52:22,737 INFO    Thread-31 :14284 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Study\Skoltech\MachineLearning\ts_robustness\notebooks\wandb\run-20240303_135159-ldq7a7cp\files\wandb-metadata.json
2024-03-03 13:52:22,738 INFO    Thread-31 :14284 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Study\Skoltech\MachineLearning\ts_robustness\notebooks\wandb\run-20240303_135159-ldq7a7cp\files\requirements.txt
2024-03-03 13:52:22,738 INFO    Thread-31 :14284 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Study\Skoltech\MachineLearning\ts_robustness\notebooks\wandb\run-20240303_135159-ldq7a7cp\files\output.log
2024-03-03 13:52:23,570 INFO    wandb-upload_0:14284 [upload_job.py:push():131] Uploaded file C:\Users\User\AppData\Local\Temp\tmpkofhz7l9wandb\c9nepiej-wandb-metadata.json
2024-03-03 13:52:24,762 INFO    Thread-31 :14284 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Study\Skoltech\MachineLearning\ts_robustness\notebooks\wandb\run-20240303_135159-ldq7a7cp\files\output.log
2024-03-03 13:52:28,468 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:52:29,835 INFO    Thread-31 :14284 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Study\Skoltech\MachineLearning\ts_robustness\notebooks\wandb\run-20240303_135159-ldq7a7cp\files\output.log
2024-03-03 13:52:33,495 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:52:36,845 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: stop_status
2024-03-03 13:52:36,846 DEBUG   SenderThread:14284 [sender.py:send_request():409] send_request: stop_status
2024-03-03 13:52:36,860 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-03 13:52:39,043 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:52:39,915 INFO    Thread-31 :14284 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Study\Skoltech\MachineLearning\ts_robustness\notebooks\wandb\run-20240303_135159-ldq7a7cp\files\config.yaml
2024-03-03 13:52:44,308 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:52:49,360 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:52:51,044 INFO    Thread-31 :14284 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Study\Skoltech\MachineLearning\ts_robustness\notebooks\wandb\run-20240303_135159-ldq7a7cp\files\output.log
2024-03-03 13:52:51,854 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: stop_status
2024-03-03 13:52:51,854 DEBUG   SenderThread:14284 [sender.py:send_request():409] send_request: stop_status
2024-03-03 13:52:51,869 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-03 13:52:55,164 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:53:00,215 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:53:05,245 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:53:06,869 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: stop_status
2024-03-03 13:53:06,870 DEBUG   SenderThread:14284 [sender.py:send_request():409] send_request: stop_status
2024-03-03 13:53:06,885 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-03 13:53:08,386 DEBUG   SystemMonitor:14284 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-03 13:53:08,390 DEBUG   SenderThread:14284 [sender.py:send():382] send: stats
2024-03-03 13:53:10,410 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:53:15,481 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:53:20,538 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:53:21,877 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: stop_status
2024-03-03 13:53:21,878 DEBUG   SenderThread:14284 [sender.py:send_request():409] send_request: stop_status
2024-03-03 13:53:21,893 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-03 13:53:26,423 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:53:31,483 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:53:36,517 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:53:36,890 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: stop_status
2024-03-03 13:53:36,890 DEBUG   SenderThread:14284 [sender.py:send_request():409] send_request: stop_status
2024-03-03 13:53:36,906 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-03 13:53:38,395 DEBUG   SenderThread:14284 [sender.py:send():382] send: stats
2024-03-03 13:53:42,437 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:53:47,472 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:53:51,888 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: stop_status
2024-03-03 13:53:51,888 DEBUG   SenderThread:14284 [sender.py:send_request():409] send_request: stop_status
2024-03-03 13:53:51,920 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-03 13:53:53,102 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:53:53,665 INFO    Thread-31 :14284 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Study\Skoltech\MachineLearning\ts_robustness\notebooks\wandb\run-20240303_135159-ldq7a7cp\files\output.log
2024-03-03 13:53:58,144 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:54:03,199 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:54:06,901 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: stop_status
2024-03-03 13:54:06,901 DEBUG   SenderThread:14284 [sender.py:send_request():409] send_request: stop_status
2024-03-03 13:54:06,931 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-03 13:54:08,405 DEBUG   SenderThread:14284 [sender.py:send():382] send: stats
2024-03-03 13:54:08,407 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:54:13,469 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:54:18,511 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
2024-03-03 13:54:21,925 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: stop_status
2024-03-03 13:54:21,926 DEBUG   SenderThread:14284 [sender.py:send_request():409] send_request: stop_status
2024-03-03 13:54:21,938 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-03 13:54:24,216 DEBUG   HandlerThread:14284 [handler.py:handle_request():146] handle_request: status_report
